zone_id,year,week_of_year,season_index,week_of_season,risk_tier_index,radius_km,rain_norm_mean,rain_norm_p95,traffic_norm_mean,outage_active_ratio,event_flag_active_ratio,aqi_norm_mean,recent_4week_disruption_days,prev_4week_zdi_mean,prev_4week_zdi_p95,seasonal_disruption_days
BLR-01,2024,43,3,17,2,2.5,65.587,89.726,45.872,0.02635,0.01914,13.421,1.191,50.162,56.622,1.387
BLR-02,2024,43,3,17,2,2.5,75.456,91.204,48.584,0.03887,0.01695,15.372,1.547,50.427,58.719,1.763
BLR-03,2024,43,3,17,2,2.5,73.161,92.108,48.51,0.03565,0.02135,21.04,1.42,51.284,56.235,1.304
BLR-04,2024,43,3,17,1,2.5,64.536,87.192,32.216,0.02006,0.00941,21.326,1.262,47.595,53.659,0.999
BLR-05,2024,43,3,17,0,2.5,69.178,94.455,43.738,0.03138,0.03467,12.514,1.0,46.424,54.845,0.883
BLR-06,2024,43,3,17,1,2.5,68.53,79.536,51.977,0.03924,0.00551,21.444,1.318,48.069,57.206,1.388
BLR-01,2024,44,3,18,2,2.5,70.341,81.668,36.261,0.04241,0.0335,16.668,1.218,47.94,55.108,1.382
BLR-02,2024,44,3,18,2,2.5,74.332,87.615,41.327,0.03996,0.02974,15.624,1.567,52.242,60.459,1.514
BLR-03,2024,44,3,18,2,2.5,71.336,84.142,38.132,0.02564,0.03525,20.145,1.336,50.217,53.327,1.355
BLR-04,2024,44,3,18,1,2.5,73.426,98.357,38.391,0.03004,0.03677,19.198,1.24,48.086,52.757,1.85
BLR-05,2024,44,3,18,0,2.5,67.073,80.886,40.143,0.01938,0.02476,14.299,0.992,48.373,57.207,1.038
BLR-06,2024,44,3,18,1,2.5,62.901,84.455,40.789,0.0233,0.03309,20.76,1.325,45.461,55.456,1.352
BLR-01,2024,45,4,1,2,2.5,25.739,36.244,27.041,0.03583,0.01129,20.74,1.262,45.982,51.222,0.545
BLR-02,2024,45,4,1,2,2.5,34.007,48.852,33.768,0.0363,0.03907,14.282,1.545,50.427,57.18,0.98
BLR-03,2024,45,4,1,2,2.5,40.627,55.711,35.789,0.0289,0.01593,20.738,1.37,47.324,52.178,0.877
BLR-04,2024,45,4,1,1,2.5,21.759,33.577,35.382,0.023,0.0323,17.763,1.456,48.338,55.378,0.497
BLR-05,2024,45,4,1,0,2.5,29.881,55.815,37.76,0.02937,0.00373,18.124,1.024,49.513,57.24,0.508
BLR-06,2024,45,4,1,1,2.5,37.044,60.161,34.26,0.0386,0.02606,18.625,1.37,45.39,55.44,1.146
BLR-01,2024,46,4,2,2,2.5,23.547,47.482,36.232,0.02918,0.01551,20.511,1.185,42.705,47.946,1.03
BLR-02,2024,46,4,2,2,2.5,36.122,61.79,33.33,0.04438,0.02189,16.765,1.45,48.14,55.398,1.095
BLR-03,2024,46,4,2,2,2.5,37.568,54.108,38.28,0.02858,0.00357,21.329,1.273,43.719,52.021,0.908
BLR-04,2024,46,4,2,1,2.5,28.065,40.296,29.817,0.02079,0.02275,19.715,1.145,41.761,46.942,0.342
BLR-05,2024,46,4,2,0,2.5,18.246,45.383,37.762,0.02864,0.01495,16.526,0.904,43.545,49.766,0.465
BLR-06,2024,46,4,2,1,2.5,23.9,38.306,24.614,0.02016,0.03285,20.038,1.339,43.027,53.134,0.896
BLR-01,2024,47,4,3,2,2.5,29.898,41.581,37.582,0.03785,0.01864,22.768,1.086,37.081,44.317,0.996
BLR-02,2024,47,4,3,2,2.5,44.067,57.657,32.515,0.03135,0.01315,20.643,1.338,42.429,48.396,0.708
BLR-03,2024,47,4,3,2,2.5,38.391,56.85,35.965,0.0314,0.02561,24.19,1.111,38.465,45.761,1.282
BLR-04,2024,47,4,3,1,2.5,23.849,34.823,35.169,0.03905,0.03472,19.158,0.922,34.946,40.069,0.677
BLR-05,2024,47,4,3,0,2.5,21.821,44.641,33.46,0.0255,0.03485,16.218,0.724,38.461,46.458,0.632
BLR-06,2024,47,4,3,1,2.5,24.515,37.477,38.952,0.02838,0.01397,17.006,1.196,37.647,46.544,1.005
BLR-01,2024,48,4,4,2,2.5,32.908,43.087,29.916,0.03694,0.03132,25.16,0.988,33.251,40.867,0.703
BLR-02,2024,48,4,4,2,2.5,44.17,67.431,33.155,0.02801,0.01266,19.958,1.074,37.276,43.62,0.881
BLR-03,2024,48,4,4,2,2.5,28.946,39.012,37.481,0.04165,0.01802,25.071,1.105,34.92,41.373,0.786
BLR-04,2024,48,4,4,1,2.5,36.21,56.04,33.76,0.02755,0.00664,16.558,0.842,30.516,36.69,0.767
BLR-05,2024,48,4,4,0,2.5,26.423,52.563,36.31,0.08143,0.13818,14.775,0.661,31.602,37.982,1.369
BLR-06,2024,48,4,4,1,2.5,30.279,43.443,30.338,0.02354,0.01714,15.834,1.1,32.8,40.137,1.025
BLR-01,2024,49,4,5,2,2.5,30.476,51.643,36.059,0.04214,0.03701,27.832,0.819,29.108,35.613,1.084
BLR-02,2024,49,4,5,2,2.5,29.036,52.567,35.916,0.02699,0.03709,18.093,0.916,34.096,42.406,0.869
BLR-03,2024,49,4,5,2,2.5,36.12,52.98,40.468,0.03439,0.00782,27.866,0.963,31.895,36.666,0.756
BLR-04,2024,49,4,5,1,2.5,27.179,37.316,24.305,0.02448,0.01499,16.728,0.571,27.512,33.044,1.052
BLR-05,2024,49,4,5,0,2.5,22.164,48.367,32.152,0.01531,0.01658,16.848,0.744,30.839,42.337,0.288
BLR-06,2024,49,4,5,1,2.5,22.268,50.139,43.332,0.03947,0.00967,18.098,1.018,28.462,33.481,0.436
BLR-01,2024,50,4,6,2,2.5,40.885,68.478,42.021,0.04308,0.00695,23.95,0.953,30.88,39.433,1.235
BLR-02,2024,50,4,6,2,2.5,27.876,53.051,26.413,0.0302,0.02509,14.658,0.888,34.577,43.624,0.879
BLR-03,2024,50,4,6,2,2.5,29.45,39.951,29.529,0.04341,0.0283,27.834,0.933,34.476,38.751,0.693
BLR-04,2024,50,4,6,1,2.5,26.171,40.486,28.63,0.02594,0.03592,16.247,0.71,29.249,36.134,0.328
BLR-05,2024,50,4,6,0,2.5,23.403,50.233,28.272,0.02777,0.0251,16.373,0.689,30.939,44.183,0.794
BLR-06,2024,50,4,6,1,2.5,27.422,39.092,42.87,0.02723,0.01977,19.718,0.84,26.991,33.78,0.731
BLR-01,2024,51,4,7,2,2.5,37.313,59.685,34.518,0.03127,0.01501,26.414,1.004,33.772,43.293,0.935
BLR-02,2024,51,4,7,2,2.5,27.525,38.092,31.292,0.04487,0.03904,14.115,0.834,32.557,40.968,0.752
BLR-03,2024,51,4,7,2,2.5,38.517,49.049,34.188,0.03523,0.00092,28.397,0.879,35.038,39.517,0.942
BLR-04,2024,51,4,7,1,2.5,31.828,58.745,41.589,0.02963,0.0107,19.145,0.706,29.886,35.893,0.774
BLR-05,2024,51,4,7,0,2.5,18.809,36.008,29.957,0.01846,0.00772,15.251,0.771,31.144,41.985,0.783
BLR-06,2024,51,4,7,1,2.5,30.535,54.829,29.098,0.02976,0.03815,21.359,0.799,27.838,33.627,0.428
BLR-01,2024,52,4,8,2,2.5,30.035,50.244,30.691,0.03765,0.01496,26.203,0.989,34.502,43.628,0.883
BLR-02,2024,52,4,8,2,2.5,31.97,53.581,42.932,0.03205,0.03861,17.718,0.845,31.435,39.355,1.232
BLR-03,2024,52,4,8,2,2.5,42.878,59.574,39.127,0.02745,0.03118,26.354,0.794,35.478,41.504,1.171
BLR-04,2024,52,4,8,1,2.5,36.198,53.139,30.897,0.03055,0.02407,20.69,0.73,31.311,38.196,0.552
BLR-05,2024,52,4,8,0,2.5,37.301,54.893,38.914,0.02136,0.03025,15.51,0.808,28.721,38.662,0.601
BLR-06,2024,52,4,8,1,2.5,27.282,40.362,33.714,0.02766,0.01307,19.498,0.655,28.535,34.459,0.349
BLR-01,2025,1,4,1,2,2.5,39.171,64.321,34.324,0.04292,0.01611,25.434,1.034,34.081,45.912,0.915
BLR-02,2025,1,4,1,2,2.5,38.116,53.06,27.774,0.03301,0.03015,17.377,0.933,30.884,37.556,0.729
BLR-03,2025,1,4,1,2,2.5,23.811,51.22,34.897,0.03248,0.00486,24.688,0.89,36.654,42.283,0.77
BLR-04,2025,1,4,1,1,2.5,25.955,43.797,38.696,0.02382,0.00681,22.051,0.676,30.447,34.174,0.312
BLR-05,2025,1,4,1,0,2.5,29.143,53.272,30.607,0.03394,0.00443,17.85,0.617,25.773,33.098,0.485
BLR-06,2025,1,4,1,1,2.5,31.568,49.86,36.685,0.03724,0.00505,19.728,0.486,28.739,34.856,0.726
BLR-01,2025,2,1,1,2,2.5,28.281,48.683,38.487,0.04453,0.02645,24.789,0.992,34.712,45.508,1.027
BLR-02,2025,2,1,1,2,2.5,29.658,55.369,37.276,0.03971,0.02638,20.784,0.898,30.734,35.083,0.85
BLR-03,2025,2,1,1,2,2.5,25.341,38.723,46.091,0.08319,0.06296,27.812,0.894,33.824,39.629,1.217
BLR-04,2025,2,1,1,1,2.5,4.711,18.649,28.277,0.0395,0.01455,24.856,0.492,29.238,36.288,0.321
BLR-05,2025,2,1,1,0,2.5,16.639,42.296,32.951,0.01795,0.02594,22.05,0.666,26.626,31.626,1.061
BLR-06,2025,2,1,1,1,2.5,26.694,44.841,34.657,0.03854,0.01062,23.446,0.558,26.403,31.84,0.94
BLR-01,2025,3,1,2,2,2.5,27.522,39.283,34.93,0.03964,0.02594,24.277,0.94,34.435,43.263,0.946
BLR-02,2025,3,1,2,2,2.5,16.608,38.869,31.844,0.04418,0.02585,23.075,0.891,32.785,37.401,0.748
BLR-03,2025,3,1,2,2,2.5,26.462,47.626,34.902,0.03284,0.02863,30.485,1.025,34.876,43.542,0.683
BLR-04,2025,3,1,2,1,2.5,19.234,34.418,26.847,0.03468,0.02385,27.162,0.49,26.603,33.412,0.385
BLR-05,2025,3,1,2,0,2.5,17.69,33.362,27.536,0.01875,0.00278,23.53,0.732,25.074,31.399,0.544
BLR-06,2025,3,1,2,1,2.5,20.066,31.451,35.265,0.03706,0.02717,19.822,0.611,27.698,34.603,0.524
BLR-01,2025,4,1,3,2,2.5,31.574,51.785,40.564,0.04171,0.03962,24.199,0.943,34.359,41.098,0.986
BLR-02,2025,4,1,3,2,2.5,22.429,45.656,26.179,0.03015,0.03959,22.655,0.89,32.21,39.179,0.76
BLR-03,2025,4,1,3,2,2.5,31.036,56.461,28.707,0.03691,0.03609,32.051,0.96,33.966,43.612,0.837
BLR-04,2025,4,1,3,1,2.5,23.452,36.002,25.637,0.02489,0.01991,26.51,0.393,25.421,31.647,0.887
BLR-05,2025,4,1,3,0,2.5,22.219,49.597,29.461,0.02858,0.03509,25.432,0.673,26.122,33.638,0.658
BLR-06,2025,4,1,3,1,2.5,12.588,29.626,20.918,0.03988,0.01669,21.465,0.635,25.639,30.445,0.527
BLR-01,2025,5,1,4,2,2.5,16.958,44.385,32.737,0.03077,0.03169,27.647,0.968,35.186,41.023,0.495
BLR-02,2025,5,1,4,2,2.5,31.207,53.164,32.181,0.03077,0.01215,24.368,0.772,30.622,39.442,0.836
BLR-03,2025,5,1,4,2,2.5,27.843,45.589,33.778,0.02501,0.02641,30.819,0.877,33.861,44.775,1.184
BLR-04,2025,5,1,4,1,2.5,18.412,29.96,28.761,0.03992,0.01083,27.228,0.476,21.073,27.48,0.662
BLR-05,2025,5,1,4,0,2.5,7.3,28.767,35.929,0.03434,0.0169,26.272,0.687,24.18,33.352,0.716
BLR-06,2025,5,1,4,1,2.5,15.713,36.12,25.637,0.02399,0.02733,24.498,0.679,24.741,30.203,0.677
BLR-01,2025,6,1,5,2,2.5,17.782,34.549,26.415,0.03374,0.03504,29.144,0.863,32.538,38.367,1.12
BLR-02,2025,6,1,5,2,2.5,16.786,34.355,31.035,0.02555,0.01641,20.772,0.798,30.201,41.184,0.773
BLR-03,2025,6,1,5,2,2.5,21.554,40.774,35.497,0.03587,0.00509,28.446,0.98,34.908,44.428,0.482
BLR-04,2025,6,1,5,1,2.5,28.884,54.632,32.592,0.02109,0.01841,30.404,0.564,21.726,25.722,0.584
BLR-05,2025,6,1,5,0,2.5,12.266,28.229,34.926,0.02981,0.00243,24.091,0.745,22.279,32.331,0.567
BLR-06,2025,6,1,5,1,2.5,17.578,31.602,25.365,0.03705,0.02703,24.406,0.667,24.937,29.442,0.617
BLR-01,2025,7,1,6,2,2.5,21.871,31.872,28.998,0.02742,0.02415,29.91,0.887,30.122,34.609,0.716
BLR-02,2025,7,1,6,2,2.5,25.873,43.155,34.292,0.04141,0.03931,24.311,0.779,26.474,34.922,0.496
BLR-03,2025,7,1,6,2,2.5,18.268,39.72,28.17,0.04137,0.00739,27.64,0.796,32.31,39.791,0.388
BLR-04,2025,7,1,6,1,2.5,15.784,43.047,37.661,0.03335,0.01972,26.685,0.629,25.795,30.173,0.81
BLR-05,2025,7,1,6,0,2.5,20.529,40.685,31.378,0.02106,0.00044,21.473,0.621,21.286,31.004,0.531
BLR-06,2025,7,1,6,1,2.5,24.557,47.572,31.669,0.03964,0.01108,22.418,0.586,23.845,27.412,0.72
BLR-01,2025,8,1,7,2,2.5,21.33,43.137,33.379,0.03938,0.01407,27.651,0.829,28.833,32.4,0.549
BLR-02,2025,8,1,7,2,2.5,21.04,47.531,36.286,0.03253,0.02581,22.53,0.716,26.512,34.416,0.501
BLR-03,2025,8,1,7,2,2.5,19.881,35.715,30.832,0.03196,0.03821,26.243,0.723,29.917,36.782,0.799
BLR-04,2025,8,1,7,1,2.5,20.336,47.152,32.993,0.0352,0.01906,30.091,0.736,26.459,33.054,0.559
BLR-05,2025,8,1,7,0,2.5,19.824,43.428,39.205,0.01629,0.0168,21.479,0.618,20.936,29.7,0.549
BLR-06,2025,8,1,7,1,2.5,8.981,35.605,23.087,0.03397,0.01285,19.182,0.635,26.873,31.535,0.472
BLR-01,2025,9,1,8,2,2.5,18.449,32.07,33.344,0.04128,0.00648,28.227,0.72,28.113,31.736,0.483
BLR-02,2025,9,1,8,2,2.5,26.147,52.226,41.464,0.03316,0.01438,23.431,0.651,26.861,32.087,1.105
BLR-03,2025,9,1,8,2,2.5,18.598,43.581,26.631,0.03447,0.02281,25.109,0.713,26.761,34.692,0.63
BLR-04,2025,9,1,8,1,2.5,12.766,24.041,32.153,0.03565,0.00313,28.565,0.654,29.344,38.155,0.823
BLR-05,2025,9,1,8,0,2.5,16.317,42.918,41.93,0.02907,0.01006,25.923,0.591,20.228,27.702,0.617
BLR-06,2025,9,1,8,1,2.5,26.397,45.398,22.473,0.02113,0.01597,20.913,0.621,27.996,33.809,0.745
BLR-01,2025,10,1,9,2,2.5,28.354,43.05,34.715,0.04029,0.01338,29.772,0.717,27.361,28.992,0.313
BLR-02,2025,10,1,9,2,2.5,26.173,37.486,31.098,0.04309,0.03792,23.812,0.719,26.973,32.411,0.897
BLR-03,2025,10,1,9,2,2.5,16.261,27.711,27.55,0.04393,0.02206,25.901,0.575,26.065,34.533,0.662
BLR-04,2025,10,1,9,1,2.5,13.363,38.66,30.552,0.02043,0.03886,31.036,0.694,27.981,36.319,0.368
BLR-05,2025,10,1,9,0,2.5,9.928,29.873,21.467,0.03031,0.00209,24.633,0.566,21.664,30.251,0.521
BLR-06,2025,10,1,9,1,2.5,31.629,48.247,24.977,0.02873,0.00775,23.797,0.638,27.559,31.186,0.638
BLR-01,2025,11,1,10,2,2.5,31.136,51.361,27.397,0.0253,0.03964,28.55,0.515,28.756,30.881,0.843
BLR-02,2025,11,1,10,2,2.5,28.357,50.151,34.273,0.03085,0.00977,23.275,0.75,28.32,37.433,0.816
BLR-03,2025,11,1,10,2,2.5,16.249,39.483,29.889,0.0433,0.01428,27.117,0.62,25.825,34.74,0.518
BLR-04,2025,11,1,10,1,2.5,13.823,28.638,24.717,0.03007,0.02791,33.576,0.64,26.452,35.745,0.272
BLR-05,2025,11,1,10,0,2.5,14.938,42.504,32.573,0.02984,0.00922,24.914,0.554,21.446,29.254,0.488
BLR-06,2025,11,1,10,1,2.5,15.228,33.395,23.182,0.02998,0.00457,26.036,0.644,28.157,31.288,0.821
BLR-01,2025,12,1,11,2,2.5,21.504,40.42,38.418,0.03269,0.03451,29.69,0.547,28.718,34.064,0.937
BLR-02,2025,12,1,11,2,2.5,20.455,36.716,37.719,0.03717,0.00104,28.236,0.83,28.124,37.262,0.445
BLR-03,2025,12,1,11,2,2.5,23.25,48.176,27.573,0.03355,0.01736,26.958,0.652,27.471,38.232,0.749
BLR-04,2025,12,1,11,1,2.5,16.38,41.833,22.833,0.02927,0.03752,28.976,0.506,25.182,32.19,0.627
BLR-05,2025,12,1,11,0,2.5,13.626,25.999,18.421,0.03099,0.00061,25.446,0.544,23.721,32.616,0.74
BLR-06,2025,12,1,11,1,2.5,11.457,27.968,33.98,0.03565,0.02637,27.037,0.669,25.162,27.396,0.784
BLR-01,2025,13,1,12,2,2.5,22.657,40.986,35.199,0.03433,0.0176,31.419,0.644,28.088,33.422,0.578
BLR-02,2025,13,1,12,2,2.5,27.475,48.461,30.902,0.02628,0.01256,29.62,0.816,26.286,38.085,1.171
BLR-03,2025,13,1,12,2,2.5,20.69,41.813,28.949,0.02729,0.00198,30.22,0.64,27.15,37.279,0.401
BLR-04,2025,13,1,12,1,2.5,17.567,40.429,28.394,0.02515,0.01036,26.366,0.522,24.099,30.476,0.868
BLR-05,2025,13,1,12,0,2.5,12.587,30.576,30.172,0.01974,0.02044,24.129,0.592,22.249,29.94,0.306
BLR-06,2025,13,1,12,1,2.5,20.37,36.248,28.93,0.0267,0.03153,24.291,0.747,23.372,26.239,0.754
BLR-01,2025,14,1,13,2,2.5,23.968,50.714,32.846,0.02551,0.03647,27.579,0.668,29.131,36.494,0.735
BLR-02,2025,14,1,13,2,2.5,18.197,32.064,28.062,0.02565,0.03323,28.843,0.832,26.914,37.298,0.626
BLR-03,2025,14,1,13,2,2.5,26.933,45.996,31.756,0.03596,0.02298,26.724,0.583,26.231,37.374,0.526
BLR-04,2025,14,1,13,1,2.5,10.795,28.733,30.734,0.03672,0.01077,25.856,0.534,23.005,29.269,0.909
BLR-05,2025,14,1,13,0,2.5,4.417,16.494,29.916,0.02966,0.00964,25.474,0.514,20.801,27.809,0.608
BLR-06,2025,14,1,13,1,2.5,13.331,31.413,24.16,0.03139,0.01675,25.284,0.749,24.3,26.44,0.468
BLR-01,2025,15,1,14,2,2.5,20.181,34.866,29.871,0.03128,0.01148,29.528,0.773,27.318,34.227,0.602
BLR-02,2025,15,1,14,2,2.5,24.825,50.601,21.311,0.02742,0.00062,28.377,0.764,25.904,34.168,0.526
BLR-03,2025,15,1,14,2,2.5,29.23,51.651,34.048,0.02765,0.0396,30.109,0.548,28.053,39.406,0.685
BLR-04,2025,15,1,14,1,2.5,9.133,21.275,26.664,0.03797,0.0359,23.575,0.669,22.482,27.711,0.531
BLR-05,2025,15,1,14,0,2.5,9.987,27.347,33.363,0.0317,0.01799,24.475,0.535,20.535,26.633,0.621
BLR-06,2025,15,1,14,1,2.5,30.191,41.699,27.617,0.03187,0.03582,23.518,0.707,22.033,23.228,0.91
BLR-01,2025,16,1,15,2,2.5,10.715,22.459,22.896,0.03182,0.01189,25.144,0.713,27.417,34.682,0.287
BLR-02,2025,16,1,15,2,2.5,20.679,33.891,36.194,0.04128,0.00573,27.683,0.692,26.518,36.336,0.917
BLR-03,2025,16,1,15,2,2.5,20.945,36.072,29.832,0.03048,0.00474,25.617,0.59,27.152,37.581,1.055
BLR-04,2025,16,1,15,1,2.5,18.297,40.293,18.834,0.02414,0.00564,26.078,0.734,20.992,26.676,0.648
BLR-05,2025,16,1,15,0,2.5,3.587,13.707,23.967,0.01552,0.0333,25.717,0.569,19.887,25.29,0.213
BLR-06,2025,16,1,15,1,2.5,20.445,32.418,28.169,0.03689,0.02825,22.263,0.729,24.803,26.034,1.088
BLR-01,2025,17,1,16,2,2.5,22.656,39.023,30.191,0.04087,0.00316,25.749,0.55,23.989,28.511,0.653
BLR-02,2025,17,1,16,2,2.5,12.639,35.361,29.997,0.04349,0.01259,23.537,0.81,25.38,33.703,0.439
BLR-03,2025,17,1,16,2,2.5,16.485,27.126,21.2,0.02516,0.02538,27.599,0.667,27.964,36.55,0.428
BLR-04,2025,17,1,16,1,2.5,24.387,47.591,38.988,0.02397,0.0113,29.545,0.739,19.441,27.54,0.416
BLR-05,2025,17,1,16,0,2.5,20.99,34.744,36.572,0.05928,0.08476,22.739,0.437,20.671,24.412,0.863
BLR-06,2025,17,1,16,1,2.5,16.651,31.909,34.351,0.03593,0.0194,21.919,0.805,26.579,26.329,0.638
BLR-01,2025,18,1,17,2,2.5,30.374,45.545,27.812,0.03151,0.03877,25.905,0.569,23.085,26.241,0.812
BLR-02,2025,18,1,17,2,2.5,19.934,43.861,24.703,0.04109,0.01935,22.819,0.627,23.801,32.845,0.868
BLR-03,2025,18,1,17,2,2.5,31.071,42.166,27.979,0.03023,0.03087,26.898,0.673,27.272,35.499,0.825
BLR-04,2025,18,1,17,1,2.5,16.888,33.005,38.088,0.02617,0.03274,26.281,0.626,20.711,30.84,0.75
BLR-05,2025,18,1,17,0,2.5,21.831,37.766,27.972,0.0154,0.0242,22.492,0.576,23.059,27.517,0.772
BLR-06,2025,18,1,17,1,2.5,18.804,40.593,24.28,0.02724,0.02075,23.515,0.776,26.258,28.155,0.534
BLR-01,2025,19,2,1,2,2.5,47.176,63.143,27.525,0.03967,0.00862,25.838,0.589,23.864,26.891,1.016
BLR-02,2025,19,2,1,2,2.5,37.462,50.287,38.351,0.0296,0.01206,23.385,0.688,25.288,34.887,0.941
BLR-03,2025,19,2,1,2,2.5,41.216,64.545,33.275,0.0267,0.0108,28.891,0.748,27.246,33.128,0.686
BLR-04,2025,19,2,1,1,2.5,41.95,54.684,33.939,0.07417,0.14077,24.323,0.586,21.574,31.81,1.231
BLR-05,2025,19,2,1,0,2.5,35.377,57.186,37.403,0.02082,0.01886,26.098,0.617,23.92,30.743,0.724
BLR-06,2025,19,2,1,1,2.5,33.603,43.913,33.126,0.02787,0.01988,21.308,0.792,27.674,29.647,0.873
BLR-01,2025,20,2,2,2,2.5,39.515,56.172,38.285,0.03786,0.02253,23.483,0.692,26.584,30.776,0.909
BLR-02,2025,20,2,2,2,2.5,47.598,62.097,33.476,0.03733,0.00565,20.409,0.791,25.413,32.315,0.887
BLR-03,2025,20,2,2,2,2.5,42.934,59.016,40.593,0.03143,0.00602,25.55,0.748,29.82,35.092,0.931
BLR-04,2025,20,2,2,1,2.5,40.089,55.723,29.165,0.02644,0.02608,23.012,0.761,29.955,42.721,0.419
BLR-05,2025,20,2,2,0,2.5,41.348,58.11,39.49,0.01824,0.03028,24.255,0.643,27.029,32.753,1.105
BLR-06,2025,20,2,2,1,2.5,34.737,59.194,39.427,0.07091,0.1269,20.896,0.783,27.611,30.812,1.659
BLR-01,2025,21,2,3,2,2.5,34.791,51.481,33.186,0.02783,0.02601,22.3,0.848,32.808,39.562,0.62
BLR-02,2025,21,2,3,2,2.5,42.948,69.8,42.569,0.0394,0.03708,22.133,0.784,30.511,36.566,0.994
BLR-03,2025,21,2,3,2,2.5,40.038,51.245,41.752,0.08346,0.10714,23.342,0.718,31.907,39.328,1.313
BLR-04,2025,21,2,3,1,2.5,33.469,47.537,40.0,0.03856,0.02515,22.138,0.704,33.07,45.134,0.637
BLR-05,2025,21,2,3,0,2.5,29.675,44.261,29.484,0.02819,0.02164,23.995,0.866,30.007,35.305,0.574
BLR-06,2025,21,2,3,1,2.5,46.574,67.146,41.993,0.0266,0.03064,21.596,0.926,33.665,40.503,1.414
BLR-01,2025,22,2,4,2,2.5,39.67,52.696,31.822,0.04478,0.03133,25.839,0.839,34.711,41.103,1.057
BLR-02,2025,22,2,4,2,2.5,37.324,48.264,44.78,0.03379,0.02047,21.786,0.922,33.787,38.105,0.886
BLR-03,2025,22,2,4,2,2.5,38.753,57.293,39.153,0.03544,0.01247,19.471,0.939,38.153,48.265,0.471
BLR-04,2025,22,2,4,1,2.5,42.743,67.861,29.266,0.0298,0.02242,22.834,0.759,36.992,48.114,0.872
BLR-05,2025,22,2,4,0,2.5,39.653,58.042,36.14,0.02957,0.0268,23.374,0.794,29.256,32.985,0.896
BLR-06,2025,22,2,4,1,2.5,42.296,52.488,43.537,0.03052,0.01768,23.44,1.12,35.959,43.4,1.05
BLR-01,2025,23,2,5,2,2.5,50.222,60.826,34.929,0.03457,0.011,28.255,0.9,37.229,44.651,1.31
BLR-02,2025,23,2,5,2,2.5,48.321,75.017,29.086,0.03764,0.03989,20.189,0.927,35.005,37.608,0.833
BLR-03,2025,23,2,5,2,2.5,44.41,70.507,37.633,0.03972,0.00613,21.561,0.85,38.48,51.55,1.221
BLR-04,2025,23,2,5,1,2.5,36.602,48.356,34.259,0.03967,0.02176,23.532,0.79,38.213,48.783,0.914
BLR-05,2025,23,2,5,0,2.5,30.174,56.477,40.872,0.03389,0.02347,17.635,0.825,34.543,39.536,1.098
BLR-06,2025,23,2,5,1,2.5,48.283,67.311,40.279,0.02168,0.02916,21.503,1.249,38.477,47.632,1.282
BLR-01,2025,24,2,6,2,2.5,42.772,52.83,26.755,0.03201,0.01095,25.57,0.974,37.908,42.479,0.623
BLR-02,2025,24,2,6,2,2.5,44.947,68.079,38.656,0.03682,0.00743,24.666,0.9,37.824,42.89,0.856
BLR-03,2025,24,2,6,2,2.5,51.403,65.844,42.638,0.03785,0.03349,23.354,0.984,38.525,50.064,0.985
BLR-04,2025,24,2,6,1,2.5,36.973,49.5,31.329,0.02452,0.01262,24.641,0.711,34.541,44.138,0.962
BLR-05,2025,24,2,6,0,2.5,33.365,53.781,39.623,0.02784,0.01395,15.66,0.918,33.385,38.273,0.774
BLR-06,2025,24,2,6,1,2.5,32.386,46.178,37.638,0.02694,0.02809,22.984,1.351,40.257,49.998,1.183
BLR-01,2025,25,2,7,2,2.5,48.132,59.766,29.508,0.03016,0.03094,24.604,0.902,36.805,39.927,1.202
BLR-02,2025,25,2,7,2,2.5,48.092,64.793,43.007,0.03677,0.01512,27.505,0.892,37.755,44.41,0.714
BLR-03,2025,25,2,7,2,2.5,38.23,59.892,41.252,0.07447,0.12619,23.711,0.998,40.169,50.054,1.058
BLR-04,2025,25,2,7,1,2.5,32.441,57.454,35.615,0.02746,0.0101,22.269,0.846,36.177,43.891,1.282
BLR-05,2025,25,2,7,0,2.5,35.066,54.192,23.745,0.03048,0.01684,18.902,0.836,33.298,41.11,0.858
BLR-06,2025,25,2,7,1,2.5,49.768,76.739,30.027,0.03945,0.00794,22.701,1.232,34.111,40.948,1.528
BLR-01,2025,26,2,8,2,2.5,39.28,63.707,43.125,0.02831,0.01835,25.552,1.048,38.284,43.256,0.846
BLR-02,2025,26,2,8,2,2.5,43.351,54.974,40.378,0.03869,0.00979,27.549,0.822,38.114,44.354,0.974
BLR-03,2025,26,2,8,2,2.5,39.405,65.836,29.273,0.04163,0.02674,22.876,0.934,40.726,50.884,1.061
BLR-04,2025,26,2,8,1,2.5,44.907,71.072,43.403,0.03461,0.03279,20.407,1.008,35.301,42.254,1.176
BLR-05,2025,26,2,8,0,2.5,30.363,51.317,30.865,0.02238,0.03071,17.239,0.907,33.35,42.836,0.554
BLR-06,2025,26,2,8,1,2.5,36.005,49.388,32.345,0.02871,0.00845,20.936,1.261,35.021,41.461,0.914
BLR-01,2025,27,2,9,2,2.5,43.692,70.945,34.957,0.02827,0.01687,23.523,0.995,37.592,43.826,1.023
BLR-02,2025,27,2,9,2,2.5,52.607,77.071,44.323,0.03138,0.00049,24.728,0.844,38.774,44.663,1.149
BLR-03,2025,27,2,9,2,2.5,34.597,50.05,39.977,0.03768,0.01035,20.349,1.081,40.423,50.34,0.944
